v1,v2,,,,
pam,"Ok, be careful ! Don't text and drive !",,,,
pam,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,,
pam,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,,,,
pam,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,,
pam,How abt making some of the pics bigger?,,,,
pam,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,,,,
pam,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,,
pam,Why nothing. Ok anyway give me treat,,,,
spam,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,,
pam,Ok...,,,,
pam,Correct. So how was work today,,,,
pam,"Just sent again. Do you scream and moan in bed, princess?",,,,
pam,"I wake up long ago already... Dunno, what other thing?",,,,
pam,Oh just getting even with u.... u?,,,,
pam,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,,,,
pam,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,,,,
pam,Yeah jay's sort of a fucking retard,,,,
pam,"Sorry, was in the bathroom, sup",,,,
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,,
pam,My exam is for february 4. Wish you a great day.,,,,
pam,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,,
pam,"Aight no rush, I'll ask jay",,,,
pam,Good Morning plz call me sir,,,,
pam,It's ok lar. U sleep early too... Nite...,,,,
pam,"Oh... Icic... K lor, den meet other day...",,,,
pam,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",,,,
pam,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",,,,
pam,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,,
pam,Then she buying today? ÌÏ no need to c meh...,,,,
pam,Aight sorry I take ten years to shower. What's the plan?,,,,
pam,Every monday..nxt week vl be completing..,,,,
pam,Might ax well im there.,,,,
pam,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,,,,
pam,Yeah I'll try to scrounge something up,,,,
pam,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,,
pam,Were somewhere on Fredericksburg,,,,
pam,Que pases un buen tiempo or something like that,,,,
pam,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,,
pam,She doesnt need any test.,,,,
pam,"Nothing much, chillin at home. Any super bowl plan?",,,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,,
pam,Bugis oso near wat... ,,,,
pam,Yo theres no class tmrw right?,,,,
pam,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,,
pam,"Goodnight, sleep well da please take care pa. Please.",,,,
pam,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,,
pam,Convey my regards to him,,,,
pam,U ned to convince him tht its not possible witot hurting his feeling its the main,,,,
pam,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",,,,
pam,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,,,,
pam,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,,
pam,Yo dude guess who just got arrested the other day,,,,
pam,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,,
pam,What does the dance river do?,,,,
pam,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,,
pam,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,,
pam,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,,
pam,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_",,,,
pam,Alright. I'm out--have a good night!,,,,
pam,Did you try making another butt.,,,,
pam,Hope you are feeling great. Pls fill me in. Abiola,,,,
pam,I though we shd go out n have some fun so bar in town or something ‰ÛÒ sound ok?,,,,
pam,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,,
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,,
pam,We're finally ready fyi,,,,
pam,Auntie huai juan never pick up her phone,,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,,
pam,"Ya tel, wats ur problem..",,,,
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,,
pam,i dnt wnt to tlk wid u,,,,
pam,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,,
pam,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,,
pam,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,,,,
pam,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,,
pam,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,,
pam,All e best 4 ur exam later.,,,,
pam,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,,,,
pam,Oh k.i think most of wi and nz players unsold.,,,,
pam,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,,
pam,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,,
pam,"Haha just kidding, papa needs drugs",,,,
pam,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",,,,
pam,Oh ok..,,,,
pam,R we still meeting 4 dinner tonight?,,,,
pam,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,,
pam,Shall i start from hear.,,,,
pam,Then we wait 4 u lor... No need 2 feel bad lar...,,,,
pam,No did you check? I got his detailed message now,,,,
pam,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,,
pam,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,,
pam,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,,
pam,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,,
pam,cool. We will have fun practicing making babies!,,,,
pam,Actually getting ready to leave the house.,,,,
pam,K..k..any special today?,,,,
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",,,,
pam,Then we gotta do it after that,,,,
pam,"I've got ten bucks, jay is being noncomittal",,,,
pam,Where at were hungry too,,,,
pam,Pls speak to that customer machan.,,,,
pam,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,,
pam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,,
pam,So wats ur opinion abt him and how abt is character?,,,,
pam,Jay is snickering and tells me that x is totally fucking up the chords as we speak,,,,
pam,No..few hours before.went to hair cut .,,,,
pam,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,,
pam,Lmao. Take a pic and send it to me.,,,,
pam,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",,,,
pam,No. She's currently in scotland for that.,,,,
pam,Do you work all this week ?,,,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,,
pam,Lol great now im getting hungry.,,,,
pam,Yes.. now only saw your message..,,,,
pam,I'll be at mu in like  &lt;#&gt;  seconds,,,,
pam,Ok...,,,,
pam,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,,
pam,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"," I'll come up""",,,
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,,
pam,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,,
pam,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",,,,
pam,Thanks for ve lovely wisheds. You rock,,,,
pam,You intrepid duo you! Have a great time and see you both soon. ,,,,
pam,I asked sen to come chennai and search for job.,,,,
pam,Dad went out oredi... ,,,,
pam,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",,,,
pam,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,,,,
pam,"Arms fine, how's Cardiff and uni? ",,,,
pam,In fact when do you leave? I think addie goes back to school tues or wed,,,,
pam,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",,,,
pam,Ya:)going for restaurant..,,,,
pam,"Its ok., i just askd did u knw tht no?",,,,
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,,,,
pam,Those ducking chinchillas,,,,
pam,I am in a marriage function,,,,
pam,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,,
pam,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!,,,,
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,,
pam,say thanks2. ,,,,
pam,Msg me when rajini comes.,,,,
pam,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,,,,
pam,"That's good, because I need drugs",,,,
pam,Stupid.its not possible,,,,
pam,Can Ì_ all decide faster cos my sis going home liao..,,,,
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,,,,
pam,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,,
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,,
pam,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,,
pam,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",,,,
pam,Kinda. First one gets in at twelve! Aah. Speak tomo,,,,
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",,,,
pam,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,,
pam,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,,
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",,,,
pam,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,,
pam,I wont touch you with out your permission.,,,,
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,,,,
pam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,,
pam,Take some small dose tablet for fever,,,,
pam,Oh. U must have taken your REAL Valentine out shopping first.,,,,
pam,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",,,,
pam,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",,,,
pam,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,,
pam,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,,
pam,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,,,,
pam,Why you keeping me away like this,,,,
pam,I think its far more than that but find out. Check google maps for a place from your dorm.,,,,
pam,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,,,,
pam,Have you always been saying welp?,,,,
pam,"I'm a guy, browsin is compulsory",,,,
pam,Ok...,,,,
pam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,,
pam,"Sorry, I'll call later",,,,
pam,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",,,,
pam,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",,,,
pam,I told your number to gautham..,,,,
pam,Tell them no need to investigate about me anywhere.,,,,
pam,Ok i juz receive..,,,,
pam,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",,,,
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",,,,
pam,In the end she might still vomit but its okay. Not everything will come out.,,,,
pam,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,,
pam,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,,,,
pam,Hey gals.. Anyone of u going down to e driving centre tmr?,,,,
pam,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,,
pam,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,,,,
pam,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,,
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",,,,
pam,Host-based IDPS for linux systems.,,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,,
pam,Don no da:)whats you plan?,,,,
pam,Ill be there on  &lt;#&gt;  ok.,,,,
pam,Oh my God. I'm almost home,,,,
pam,Total video converter free download type this in google search:),,,,
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,,,,
pam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,,
pam,Sounds like something that someone testing me would sayy,,,,
pam,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,,,,
pam,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,,
pam,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,,
pam,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,,
pam,Hows the champ just leaving glasgow!,,,,
pam,K:)all the best:)congrats...,,,,
pam,I wonder if you'll get this text?,,,,
pam,I need to come home and give you some good lovin...,,,,
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,,,,
pam,Shall i ask one thing if you dont mistake me.,,,,
pam,Check wid corect speling i.e. Sarcasm,,,,
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",,,,
pam,Are you angry with me. What happen dear,,,,
pam,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,,,
pam,Yup ok thanx...,,,,
pam,Hi:)cts employee how are you?,,,,
pam,Pls pls find out from aunt nike.,,,,
pam,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",,,,
pam,No screaming means shouting..,,,,
pam,Hey what happen de. Are you alright.,,,,
pam,Should I have picked up a receipt or something earlier,,,,
pam,I think chennai well settled?,,,,
pam,Oh dang! I didn't mean o send that to you! Lol!,,,,
pam,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,,
pam,Horrible bf... I now v hungry...,,,,
pam,Remember on that day..,,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,,
pam,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,,
pam,All sounds good. Fingers . Makes it difficult to type,,,,
pam,Midnight at the earliest,,,,
pam,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,,
pam,K come to nordstrom when you're done,,,,
pam,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,,
pam,Now press conference da:),,,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,,
pam,After completed degree. There is no use in joining finance.,,,,
pam,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",,,,
pam,Shant disturb u anymore... Jia you...,,,,
pam,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,,
pam,"Me, i dont know again oh",,,,
pam,Dude sux for snake. He got old and raiden got buff,,,,
pam,He says hi and to get your ass back to south tampa (preferably at a kegger),,,,
pam,In e msg jus now. U said thanks for gift.,,,,
pam,U too...,,,,
pam,Ok how you dear. Did you call chechi,,,,
pam,Yeah we do totes. When u wanna?,,,,
pam,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,,,,
pam,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),,,,
pam,Wat r u doing?,,,,
pam,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,,
pam,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"," don't miss ur best life for anything... Gud nyt...""",,,
pam,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,,
pam,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,,,
pam,Dude just saw a parked car with its sunroof popped up. Sux,,,,
pam,Get ready to put on your excellent sub face :),,,,
pam,Tmrw. Im finishing 9 doors,,,,
pam,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",,,,
pam,I am late. I will be there at,,,,
pam,"whatever, im pretty pissed off.",,,,
pam,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,,
pam,I dont have that much image in class.,,,,
pam,No:-)i got rumour that you going to buy apartment in chennai:-),,,,
pam,Near kalainar tv office.thenampet,,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,,,,
pam,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,,
pam,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",,,,
pam,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,,
pam,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,,
pam,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,,
pam,"Why is that, princess? I bet the brothas are all chasing you!",,,,
pam,"I shall book chez jules for half eight, if that's ok with you?",,,,
pam,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,,
pam,"Yep, at derek's house now, see you Sunday &lt;3",,,,
pam,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,,
pam,"Sorry, I'll call later",,,,
pam,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,,,,
pam,There are no other charges after transfer charges and you can withdraw anyhow you like,,,,
pam,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,,
pam,At 4. Let's go to bill millers,,,,
pam,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,,,,
pam,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",,,,
pam,That's my honeymoon outfit. :),,,,
pam,Will it help if we propose going back again tomorrow,,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,,,,
pam,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,,
pam,Pls confirm the time to collect the cheque.,,,,
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,,
pam,Daddy will take good care of you :),,,,
pam,"Yeah probably, I still gotta check out with leo",,,,
pam,K.then any other special?,,,,
pam,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,,,,
pam,Ok pa. Nothing problem:-),,,,
pam,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,,,,
pam,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,,
pam,When you came to hostel.,,,,
pam,Ok no prob... I'll come after lunch then...,,,,
pam,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,,,,
pam,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,,,,
pam,You all ready for * big day tomorrow?,,,,
pam,I'll probably be around mu a lot,,,,
pam,645,,,,
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,,,,
pam,Thnx dude. u guys out 2nite?,,,,
pam,Me sef dey laugh you. Meanwhile how's my darling anjie!,,,,
pam,Mm i had my food da from out,,,,
pam,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,,
pam,Did u download the fring app?,,,,
pam,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,,,,
pam,Friends that u can stay on fb chat with,,,,
pam,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",,,,
pam,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,,,,
pam,"Ah, well that confuses things, doesn‰Û÷t it?",,,,
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,,,,
pam,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,,
pam,Dear how you. Are you ok?,,,,
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",,,,
pam,Yes princess! I want to make you happy...,,,,
pam,Sounds like you have many talents! would you like to go on a dinner date next week?,,,,
pam,I am going to film 2day da. At 6pm. Sorry da.,,,,
